C,APD,AAPL,AIG,TFX,PSA,OXY,MTB,NOC
16.70375061,5.160152912,0.125,19.38211441,1.652778029,13.25,9.341098785,0.649999976,7.642104149
16.70375061,5.0734272,0.118862003,19.99342346,1.631943941,13.25,9.460857391,0.649999976,7.886802197
16.65187454,5.10233593,0.112164997,19.63382912,1.673611045,13.5,9.460857391,0.649999976,8.206791878
16.60000038,5.044518948,0.115512997,19.4540329,1.659721971,13.5,9.520734787,0.649999976,8.169145584
16.75562477,5.087882042,0.123326004,19.34615517,1.680556059,13.75,9.760251045,0.649999976,8.018563271
16.75562477,5.044518948,0.127790004,19.16635895,1.673611045,14.25,9.700371742,0.649999976,7.980916977
16.75562477,5.015611172,0.131137997,18.95060158,1.6875,14.25,9.880007744,0.649999976,7.886802197
16.75562477,4.712071896,0.130579993,17.76394272,1.6875,14.25,9.939887047,0.649999976,8.11267662
16.70375061,4.769888878,0.128905997,17.83586121,1.680556059,14.25,9.939887047,0.643750012,7.698573112
16.65187454,5.001155853,0.126673996,17.90777969,1.784721971,14.25,9.820130348,0.643750012,7.679749966
16.75562477,5.116789818,0.125,17.83586121,1.916666985,14.25,9.880007744,0.643750012,7.679749966
16.75562477,5.203515053,0.127790004,17.36838722,1.888888955,14.25,9.700371742,0.643750012,7.679749966
16.859375,5.261332035,0.127790004,17.29647064,1.875,14.25,9.700371742,0.643750012,7.830333233
16.91124916,5.261332035,0.126673996,17.36838722,1.902778029,14.25,9.700371742,0.643750012,7.830333233
16.859375,5.145698071,0.126115993,17.62010384,1.847221971,14.25,9.760251045,0.643750012,7.604457855
16.80750084,5.087882042,0.122768,19.27423668,1.833333015,14.75,9.820130348,0.643750012,7.642104149
16.80750084,5.145698071,0.124442004,19.1303997,1.916666985,14.75,9.880007744,0.65625,7.642104149
16.75562477,5.290240765,0.125558004,18.77080536,1.958333015,14.25,9.820130348,0.662500024,7.529167175
16.70375061,5.203515053,0.122768,17.90777969,1.965278029,14.5,9.820130348,0.675000012,7.585635185
16.60000038,5.261332035,0.123884,17.62010384,1.979166985,14.5,9.820130348,0.699999988,7.529167175
16.60000038,5.232423782,0.123326004,17.54818535,1.930556059,13.25,9.760251045,0.699999988,7.435051918
16.65187454,5.405873775,0.121094003,17.54818535,1.923611045,13.25,9.820130348,0.699999988,7.359759808
16.70375061,5.550415993,0.124442004,17.90777969,1.895833015,13.75,9.880007744,0.699999988,7.340938091
16.70375061,5.49259901,0.126115993,17.65606308,1.881943941,13.75,9.58061409,0.6875,7.416228771
16.65187454,5.42032814,0.123326004,17.87182045,1.805556059,13.75,9.460857391,0.681249976,7.453875065
16.65187454,5.44923687,0.127790004,18.37525177,1.8125,13.5,9.460857391,0.675000012,7.416228771
16.60000038,5.579325199,0.134487003,18.33929253,1.909721971,13.5,9.341098785,0.675000012,7.303291798
16.60000038,5.637142181,0.141183004,19.41807365,2.006943941,13.25,9.341098785,0.6875,7.453875065
16.60000038,5.593779087,0.140066996,19.38211441,2.006943941,13,9.341098785,0.6875,7.736218929
16.60000038,5.550415993,0.147879004,19.05847931,1.986111045,12.75,9.341098785,0.699999988,7.679749966
16.60000038,5.478145123,0.147879004,18.51908875,1.972221971,12,9.221341133,0.699999988,7.755042076
16.49625015,5.434782982,0.148438007,18.12353516,1.944443941,12,9.221341133,0.693750024,7.86797905
16.54812431,5.405873775,0.148438007,18.19545555,1.944443941,12,9.16146183,0.699999988,7.830333233
16.54812431,5.348056793,0.141183004,18.19545555,1.902778029,12.25,8.981825829,0.706250012,7.736218929
16.60000038,5.42032814,0.141740993,18.19545555,1.930556059,12.5,9.041705132,0.706250012,7.755042076
16.54812431,5.521508217,0.143972993,18.69888687,1.9375,12.25,9.101582527,0.71875,7.830333233
16.60000038,5.535962105,0.141740993,18.01565742,1.9375,12.25,9.221341133,0.762499988,7.886802197
16.65187454,5.434782982,0.136719003,18.5550499,1.930556059,12.25,9.101582527,0.768750012,7.886802197
16.65187454,5.275785923,0.139509007,18.62696648,1.916666985,12.25,9.101582527,0.756250024,7.830333233
16.54812431,5.478145123,0.142298996,18.8067646,1.9375,12,9.101582527,0.774999976,7.152708054
16.60000038,5.49259901,0.147321001,18.69888687,1.958333015,12,9.101582527,0.793749988,6.926833153
16.60000038,5.507053852,0.145647004,18.77080536,2.0625,12,9.101582527,0.818750024,6.945655823
16.70375061,5.564869881,0.145089,18.77080536,2.083333015,12,8.981825829,0.800000012,6.926833153
16.80750084,5.781683922,0.142298996,18.98656082,2.270833015,11.75,8.862068176,0.793749988,7.020947933
16.96312523,5.897316933,0.140066996,19.34615517,2.416666985,11.75,8.682432175,0.793749988,7.03977108
17.01499939,5.897316933,0.140066996,20.42493629,2.47222209,11.75,8.682432175,0.78125,7.265645981
17.06687546,5.911771774,0.135602996,21.00028801,2.381943941,11.75,8.562673569,0.78125,7.284469128
17.11874962,5.984043121,0.130579993,21.43180084,2.40277791,11.75,8.622552872,0.774999976,7.435051918
17.17062569,6.128584862,0.133370996,21.25200272,2.388889074,12.25,8.562673569,0.768750012,7.679749966
17.17062569,6.070767879,0.130022004,21.3239212,2.27777791,12.25,8.442915916,0.75,7.566812992
17.22249985,6.04185915,0.132254004,21.57563782,2.201389074,12.25,8.562673569,0.75,7.679749966
17.01499939,5.926226139,0.131137997,22.15098763,2.194443941,11.75,8.74230957,0.737500012,7.980916977
17.11874962,5.666049957,0.126673996,22.15098763,2.09027791,11.75,8.622552872,0.725000024,8.056207657
17.27437592,5.709413052,0.116628997,22.07906914,2.166666985,11.75,8.622552872,0.725000024,8.075031281
17.32625008,5.79613781,0.115512997,23.44552612,2.194443941,12,8.682432175,0.725000024,8.037384987
17.27437592,6.18640089,0.115512997,22.87017632,2.270833015,12,8.682432175,0.725000024,8.018563271
17.17062569,6.18640089,0.112164997,22.87017632,2.25,12,8.682432175,0.725000024,8.282082558
17.22249985,6.273127079,0.113280997,23.08593369,2.270833015,11.75,8.622552872,0.725000024,8.11267662
17.27437592,6.244217873,0.117187999,23.01401329,2.326389074,11.75,8.562673569,0.725000024,8.037384987
17.11874962,6.171947002,0.108259,22.9420948,2.319443941,11.75,8.622552872,0.737500012,8.056207657
17.06687546,6.157493114,0.099887997,22.79825783,2.270833015,11.5,8.622552872,0.743749976,8.056207657
16.96312523,6.128584862,0.102121003,22.83421707,2.25,11.5,8.562673569,0.743749976,8.169145584
16.859375,5.955133915,0.107143,22.22290611,2.243056059,11.5,8.442915916,0.756250024,8.131500244
16.96312523,6.04185915,0.109375,22.15098763,2.243056059,11.5,8.562673569,0.756250024,8.206791878
17.06687546,6.128584862,0.112723,21.86331367,2.28472209,11.75,8.622552872,0.762499988,8.075031281
17.27437592,6.171947002,0.116071001,22.43866348,2.34722209,11.75,8.383036613,0.762499988,8.018563271
17.27437592,5.897316933,0.108259,22.366745,2.3125,11.75,8.383036613,0.762499988,7.736218929
17.17062569,5.868409157,0.107701004,22.366745,2.333333015,11.75,8.323159218,0.762499988,7.566812992
17.11874962,5.897316933,0.102121003,22.58250046,2.388889074,11.75,8.263279915,0.756250024,7.472698212
17.27437592,5.940680027,0.104353003,22.29482651,2.375,11.75,8.323159218,0.75,7.623281002
16.96312523,5.969587803,0.107701004,22.72633934,2.388889074,11.75,8.383036613,0.75,7.566812992
16.91124916,5.969587803,0.112164997,22.65442085,2.375,11.75,8.383036613,0.743749976,7.679749966
16.44437408,5.911771774,0.108259,22.29482651,2.451389074,11.5,8.562673569,0.75,7.86797905
15.87374973,6.012950897,0.106585003,22.22290611,2.46527791,11.5,8.383036613,0.743749976,7.924448013
15.92562485,6.11413002,0.111048996,22.366745,2.416666985,11.5,8.74230957,0.743749976,7.792687893
15.97749996,6.11413002,0.112164997,21.50371933,2.4375,11.5,9.101582527,0.743749976,8.018563271
15.97749996,5.897316933,0.111607,21.43180084,2.451389074,11.5,9.101582527,0.743749976,7.86797905
15.97749996,5.72386694,0.112723,22.07906914,2.458333015,11.5,9.341098785,0.743749976,7.980916977
16.02937508,5.897316933,0.116071001,22.79825783,2.53472209,11.5,9.820130348,0.75,8.545603752
16.02937508,5.810592175,0.113280997,22.79825783,2.4375,11.5,9.820130348,0.743749976,8.564427376
16.28874969,5.608232975,0.113280997,22.72633934,2.423610926,11.5,9.820130348,0.743749976,8.733833313
16.39249992,5.593779087,0.112723,22.79825783,2.40277791,11.75,10.41891766,0.743749976,8.771478653
16.34062576,5.69495821,0.110491,22.87017632,2.486110926,11.75,10.29916,0.743749976,8.545603752
16.44437408,5.738320827,0.107701004,22.87017632,2.46527791,11.5,10.17940331,0.743749976,8.376197815
16.60000038,5.955133915,0.104353003,23.30168915,2.47222209,11.5,10.2392807,0.75,8.922062874
16.75562477,6.04185915,0.103237003,24.16471481,2.458333015,11.5,9.939887047,0.756250024,9.034999847
16.75562477,6.070767879,0.099887997,24.74006462,2.493056059,11.5,9.820130348,0.75,9.185583115
16.80750084,6.157493114,0.097655997,24.66814613,2.638889074,10.75,9.760251045,0.75,9.411458015
17.11874962,6.056313992,0.096539997,25.31541443,2.618056059,11.25,9.460857391,0.75,9.279698372
16.75562477,5.897316933,0.097098,24.59622765,2.611110926,11.5,9.341098785,0.75,9.223229408
16.65187454,5.781683922,0.090960003,23.80512047,2.59722209,11.5,9.341098785,0.75,9.223229408
16.70375061,5.72386694,0.084821001,22.9420948,2.65277791,11.5,9.341098785,0.743749976,9.166760445
16.70375061,5.637142181,0.087053999,22.65442085,2.65277791,11.75,9.460857391,0.743749976,9.147937775
16.65187454,5.622686863,0.085378997,23.30168915,2.701389074,12,9.58061409,0.737500012,9.091468811
16.65187454,5.608232975,0.085937999,23.22977066,2.743056059,12,9.520734787,0.737500012,9.072646141
16.65187454,5.593779087,0.090402,23.30168915,2.78472209,12.5,9.520734787,0.737500012,9.053823471
16.65187454,5.478145123,0.090402,24.2366333,2.77777791,12.5,9.460857391,0.737500012,8.922062874
16.70375061,5.434782982,0.095982,24.2366333,2.826389074,12.5,9.520734787,0.737500012,8.86559391
16.49625015,5.391419888,0.097655997,24.2366333,2.805556059,12,9.520734787,0.731249988,9.298521042
16.34062576,5.304695129,0.093192004,24.2366333,2.798610926,12.25,9.520734787,0.731249988,9.486749649
16.28874969,5.261332035,0.091518,24.2366333,2.75,12.25,9.281220436,0.71875,9.204405785
16.23687553,5.232423782,0.088728003,24.16471481,2.611110926,12.25,9.341098785,0.725000024,9.298521042
16.13312531,5.261332035,0.088728003,24.30855179,2.5,12.25,9.341098785,0.731249988,9.279698372
16.13312531,4.972248077,0.089286,24.2366333,2.4375,12.25,9.221341133,0.712499976,9.411458015
16.18499947,5.116789818,0.088169999,24.09279633,2.40277791,12.25,9.16146183,0.712499976,9.411458015
16.44437408,5.189061165,0.085378997,24.2366333,2.423610926,12.25,9.101582527,0.71875,9.110292435
16.54812431,5.001155853,0.083146997,24.2366333,2.47222209,12.75,9.101582527,0.71875,9.166760445
16.49625015,5.087882042,0.081473,23.94895744,2.555556059,12.75,9.041705132,0.725000024,9.260874748
16.60000038,4.885522842,0.079241,23.94895744,2.666666985,12,9.041705132,0.774999976,9.486749649
16.54812431,4.798797131,0.079798996,24.02087784,2.638889074,11.25,8.981825829,0.800000012,9.863207817
16.54812431,4.842160225,0.080357,24.02087784,2.611110926,11.5,9.101582527,0.793749988,10.23966694
16.54812431,4.82770586,0.075893,24.02087784,2.611110926,11.25,9.341098785,0.800000012,10.01379204
16.23687553,4.82770586,0.074777,24.02087784,2.569443941,11,9.700371742,0.8125,9.769094467
16.13312531,4.885522842,0.073661,24.02087784,2.52777791,11.25,10.2392807,0.8125,9.599687576
16.02937508,4.943339825,0.064732,24.02087784,2.47222209,11.25,10.77819061,0.806249976,9.449104309
15.92562485,4.856614113,0.064732,24.2366333,2.40277791,11.5,11.07758522,0.806249976,9.505573273
15.97749996,4.813251972,0.068080001,24.2366333,2.458333015,11.25,10.77819061,0.8125,9.449104309
15.87374973,4.82770586,0.068637997,24.30855179,2.513889074,11.25,10.89794922,0.824999988,9.543218613
15.77000046,4.842160225,0.068637997,24.30855179,2.638889074,11.25,10.77819061,0.84375,9.900854111
15.5625,4.856614113,0.074219003,24.30855179,2.75,11.25,10.47879696,0.850000024,10.84200001
15.40687466,4.75543499,0.077009,24.52430725,2.583333015,11.25,10.59855366,0.831250012,10.91729164
15.14750004,4.726525784,0.075893,25.09965897,2.458333015,11.5,10.65843296,0.837499976,11.3313961
15.35499954,4.625347137,0.080914997,25.17157745,2.47222209,11.5,10.53867626,0.831250012,11.21845818
15.61437511,4.639801025,0.083146997,24.95582008,2.486110926,11.25,9.939887047,0.831250012,10.99258327
15.51062489,4.596437931,0.084262997,24.81198311,2.444443941,11.25,10.0596447,0.824999988,10.8796463
15.51062489,4.740981102,0.086496003,24.66814613,2.430556059,10.75,10.17940331,0.831250012,10.99258327
15.25125027,4.914431095,0.087053999,24.52430725,2.416666985,11.25,10.119524,0.899999976,11.14316654
14.88812542,5.001155853,0.081473,24.59622765,2.430556059,11.5,9.939887047,0.899999976,11.48197937
14.78437519,5.015611172,0.083146997,24.30855179,2.40277791,11.5,10.0596447,0.899999976,11.70785427
15.04374981,5.015611172,0.082030997,23.5893631,2.430556059,11.75,10.17940331,0.875,11.42551041
15.04374981,4.972248077,0.083705001,23.08593369,2.305556059,12.5,10.2392807,0.850000024,11.3690424
15.04374981,5.03006506,0.088169999,23.22977066,2.333333015,13,10.59855366,0.850000024,11.04905224
15.45874977,5.015611172,0.088169999,23.37360764,2.458333015,12.75,10.53867626,0.850000024,10.80435371
15.66625023,5.203515053,0.087612003,22.72633934,2.5,12,10.53867626,0.850000024,10.31495762
16.02937508,5.217968941,0.085378997,22.72633934,2.583333015,12.25,9.99976635,0.850000024,10.05143833
16.02937508,5.189061165,0.085378997,22.72633934,2.611110926,12.25,9.700371742,0.850000024,9.787917137
15.82187462,5.116789818,0.087612003,22.72633934,2.583333015,12.5,9.760251045,0.850000024,9.298521042
15.97749996,5.087882042,0.089844003,22.29482651,2.59722209,12.25,9.341098785,0.837499976,9.354990005
16.08124924,5.0734272,0.088728003,22.15098763,2.541666985,12.75,9.281220436,0.824999988,9.336167336
16.02937508,5.001155853,0.089844003,20.92836952,2.458333015,13,9.460857391,0.824999988,9.580864906
16.13312531,5.0734272,0.089844003,21.14412498,2.319443941,12.75,9.460857391,0.8125,9.69380188
16.44437408,5.131244183,0.088728003,21.57563782,2.333333015,13.25,9.341098785,0.8125,9.524395943
16.39249992,5.0734272,0.086496003,21.50371933,2.333333015,13.25,9.221341133,0.8125,9.411458015
16.23687553,5.10233593,0.080357,21.35988045,2.486110926,13,9.101582527,0.800000012,9.336167336
16.13312531,5.116789818,0.080914997,21.93523216,2.52777791,13.25,9.041705132,0.800000012,9.298521042
15.87374973,5.0734272,0.082030997,22.79825783,2.5,13.25,8.802188873,0.787500024,9.373812675
15.87374973,5.044518948,0.082589,22.58250046,2.5,13.25,8.74230957,0.787500024,9.411458015
15.87374973,4.957794189,0.084821001,21.57563782,2.388889074,13.25,8.74230957,0.787500024,9.599687576
16.02937508,4.928884983,0.087612003,21.43180084,2.375,13,8.921946526,0.787500024,9.976145744
16.18499947,4.957794189,0.081473,21.35988045,2.375,13,9.101582527,0.787500024,10.72906303
16.08124924,4.943339825,0.080357,21.35988045,2.444443941,13,9.101582527,0.787500024,10.42789555
16.02937508,4.914431095,0.082030997,21.86331367,2.416666985,13,8.981825829,0.774999976,11.21845818
15.97749996,4.856614113,0.084821001,22.22290611,2.513889074,13,9.16146183,0.774999976,11.29374981
15.92562485,4.856614113,0.084821001,22.07906914,2.541666985,12.75,9.16146183,0.787500024,10.93611526
16.02937508,4.856614113,0.085378997,21.71947479,2.486110926,12.75,9.520734787,0.787500024,10.86082268
15.97749996,4.928884983,0.082030997,21.0722065,2.458333015,12.75,9.939887047,0.800000012,10.95493793
16.13312531,4.986701965,0.080914997,20.49685669,2.47222209,12.75,9.700371742,0.818750024,10.8796463
16.13312531,5.116789818,0.082589,19.99342346,2.444443941,12.75,9.760251045,0.8125,11.03022861
16.08124924,5.116789818,0.084821001,19.777668,2.47222209,12.5,9.460857391,0.8125,10.69141674
16.08124924,5.044518948,0.083705001,20.13726234,2.444443941,12.75,9.341098785,0.800000012,10.57847881
15.97749996,5.001155853,0.083705001,19.777668,2.819443941,12.75,9.281220436,0.787500024,10.69141674
16.02937508,4.914431095,0.084262997,19.99342346,2.84722209,12.75,9.221341133,0.787500024,10.71024036
16.13312531,4.871068001,0.083146997,19.84958649,2.861110926,12.75,9.101582527,0.787500024,10.8796463
16.18499947,4.856614113,0.085378997,19.34615517,3.069443941,12.5,9.16146183,0.800000012,11.03022861
16.18499947,4.798797131,0.085937999,20.28109932,2.944443941,12.5,9.281220436,0.800000012,11.3690424
16.18499947,4.769888878,0.084821001,20.92836952,2.97222209,12.5,9.400978088,0.800000012,11.38786507
16.08124924,4.957794189,0.084821001,21.28796387,3.055556059,12.5,9.460857391,0.800000012,11.35021877
16.13312531,5.232423782,0.084821001,21.57563782,3.02777791,12.5,9.400978088,0.8125,11.3313961
16.13312531,5.261332035,0.084821001,22.00715065,3.055556059,12.5,9.341098785,0.8125,11.29374981
16.08124924,5.275785923,0.082030997,22.43866348,3.055556059,12.25,9.58061409,0.806249976,11.40668774
16.08124924,5.391419888,0.083705001,22.366745,3.236110926,12.25,9.520734787,0.806249976,11.3313961
16.08124924,5.521508217,0.087612003,22.43866348,3.388889074,12.5,9.760251045,0.806249976,11.21845818
15.77000046,5.593779087,0.094866,22.29482651,3.75,13,9.880007744,0.806249976,11.19963455
15.51062489,5.651596069,0.102678999,21.93523216,3.666666985,13,10.0596447,0.806249976,11.18081284
15.40687466,5.463691235,0.098214,20.56877518,3.555556059,12.75,10.119524,0.800000012,11.14316654
15.45874977,5.463691235,0.099887997,19.99342346,3.611110926,12.75,10.17940331,0.800000012,11.06787491
15.5625,5.42032814,0.097655997,20.06534386,3.569443941,12.75,10.17940331,0.787500024,11.14316654
15.45874977,5.246878147,0.098214,20.20918083,3.375,12.75,10.17940331,0.800000012,11.1055212
15.25125027,5.246878147,0.094307996,20.42493629,3.416666985,12.75,10.17940331,0.787500024,11.38786507
15.35499954,5.304695129,0.095982,21.21604347,3.430556059,12.75,10.47879696,0.800000012,11.7831459
15.45874977,5.348056793,0.099330001,22.15098763,3.430556059,13,10.35903931,0.8125,11.97137547
15.19937515,5.348056793,0.099330001,22.15098763,3.34722209,13,10.17940331,0.8125,11.67020798
15.30312538,5.319149017,0.098771997,22.29482651,3.319443941,12.75,10.0596447,0.8125,11.57609367
15.30312538,5.217968941,0.094307996,22.58250046,3.25,12.75,10.41891766,0.8125,11.61373997
15.25125027,5.1746068,0.092634,22.72633934,3.361110926,12.75,10.2392807,0.8125,11.63256264
15.19937515,5.304695129,0.085937999,22.51058197,3.416666985,12.75,9.820130348,0.837499976,11.14316654
14.99187469,5.49259901,0.089286,21.6475563,3.52777791,12.75,9.58061409,0.837499976,10.95493793
15.09562492,5.261332035,0.083705001,20.78453064,3.47222209,12.75,9.640493393,0.837499976,10.91729164
15.14750004,5.087882042,0.080914997,20.56877518,3.458333015,12.75,9.700371742,0.824999988,11.23728085
